,collection_longitude,collection_latitude,collection_date,delivery_longitude,delivery_latitude,delivery_date,size,id
0,-2.2142191000000366,57.2398058,2016-10-06 11:00:00,-2.0807933807373047,57.14080343154772,2016-10-06 13:00:00,1.0,1006262
1,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
2,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
3,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
4,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
5,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
6,-2.0819434999999658,57.1278956,2017-01-15 08:30:00,-2.0812995999999657,57.14305039999999,2017-01-15 14:00:00,0.16666666666666666,1019653
7,-2.0685625076293945,57.13987202575378,2016-12-29 14:00:00,-2.072161000000051,57.1427326,2016-12-29 16:00:00,1.0,1017754
8,-2.4174960000000283,57.1141564,2016-12-28 11:30:00,-2.0812995999999657,57.14305039999999,2016-12-28 14:00:00,0.3333333333333333,1017570
9,-2.4174960000000283,57.1141564,2016-12-28 11:30:00,-2.0812995999999657,57.14305039999999,2016-12-28 14:00:00,0.3333333333333333,1017570
10,-2.4174960000000283,57.1141564,2016-12-28 11:30:00,-2.0812995999999657,57.14305039999999,2016-12-28 14:00:00,0.3333333333333333,1017570
11,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
12,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
13,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
14,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
15,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
16,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
17,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
18,-2.0723390579223637,57.119281973709384,2017-01-13 07:00:00,-2.077220678329468,57.14501192920676,2017-01-13 16:00:00,0.75,1018877
19,-2.0735506999999416,57.1186753,2016-12-13 13:00:00,-2.072161000000051,57.1427326,2016-12-13 16:00:00,1.0,1015611
20,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
21,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
22,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
23,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
24,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
25,-2.0723390579223637,57.119281973709384,2017-01-12 08:00:00,-2.077220678329468,57.14501192920676,2017-01-12 16:00:00,1.0,1018877
26,-2.2142191000000366,57.2398058,2016-11-11 14:00:00,-2.0807933807373047,57.14080343154772,2016-11-11 17:00:00,0.2,1011036
