collection_geoloc,collect_from,delivery_geoloc,deliver_by,job_id,list_of_vehicle_type,nb_of_vehicle,nb_of_items_on_job,no_of_Artics,load_Size,no_of_vehicles_notArtic,abilities
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,1,3,0,0.5,1,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.1534924000000046,57.07107430000001",Thu Sep 08 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 15:00:00 GMT+0100,1002895,Skeletal # Skeletal # Skeletal,2,3,0,0.5,2,
"-2.087892399999987,57.12535159999999",Thu Sep 08 2016 08:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 10:30:00 GMT+0100,1003668,12 Tonner,1,1,0,0.5,1,
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Thu Sep 08 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 16:00:00 GMT+0100,1003463,12 Tonner,1,1,0,0.5,1,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0939263999999866,57.19625740000001",Thu Sep 08 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 17:00:00 GMT+0100,1003707,Artic,1,1,1,1,0,
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 08 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 12:00:00 GMT+0100,1003669,Artic # Artic,2,9,2,0.222222222,0,COR # MISC # GAS # SOL # OX # LIQ # INF
,Thu Sep 08 2016 13:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 08 2016 18:00:00 GMT+0100,1003667,12 Tonner,1,1,0,0.5,1,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Thu Sep 08 2016 15:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Thu Sep 08 2016 17:00:00 GMT+0100,1003764,5 Tonner,1,2,0,0.5,1,
"-2.082431100000008,57.1101158",Thu Sep 08 2016 15:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Thu Sep 08 2016 17:00:00 GMT+0100,1003764,5 Tonner,1,2,0,0.5,1,
"-2.084740199999942,57.1138775",Fri Sep 09 2016 08:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Sep 09 2016 12:00:00 GMT+0100,1003486,2nd Man,1,1,0,0.5,1,
"-2.3739950000000363,57.28347400000001",Fri Sep 09 2016 08:00:00 GMT+0100,"-2.090432999999962,57.144523",Fri Sep 09 2016 12:00:00 GMT+0100,1003596,Artic,1,1,1,1,0,
"-2.1948121000000356,57.21473770000001",Fri Sep 09 2016 12:30:00 GMT+0100,"-2.090432999999962,57.144523",Fri Sep 09 2016 20:00:00 GMT+0100,1003839,Artic,1,1,1,1,0,
"-2.2123527534131426,57.205938885847175",Fri Sep 09 2016 13:30:00 GMT+0100,"-2.090432999999962,57.144523",Fri Sep 09 2016 14:00:00 GMT+0100,1003723,Artic,1,1,1,1,0,
"-2.156868700000018,57.0695778",Fri Sep 09 2016 14:00:00 GMT+0100,"-2.090432999999962,57.144523",Fri Sep 09 2016 15:00:00 GMT+0100,1003725,Artic,1,1,1,1,0,
"-1.8859150000000682,57.50937699999999",Fri Sep 09 2016 14:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Sep 09 2016 22:00:00 GMT+0100,1003859,Transit,1,1,0,0.5,1,
"-2.1051478385925293,57.0908936611547",Fri Sep 09 2016 15:30:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Sep 09 2016 18:00:00 GMT+0100,1003751,Stepframe,1,1,0,0.5,1,
"-2.148702700000058,57.068941",Mon Sep 12 2016 07:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.082431100000008,57.1101158",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 13:00:00 GMT+0100,1003901,12 Tonner,1,1,0,0.5,1,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0834970474243164,57.14371392357425",Mon Sep 12 2016 10:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Mon Sep 12 2016 13:00:00 GMT+0100,1003869,Artic # Artic # Artic,3,4,3,0.75,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.148702700000058,57.068941",Mon Sep 12 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 11:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 11:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 11:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 11:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 15:00:00 GMT+0100,1003684,Artic # Artic # Artic # Artic # Artic # Artic # Artic,7,1,7,7,0,
"-2.455206500000031,56.736724",Mon Sep 12 2016 12:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 12:00:00 GMT+0100,1003897,18 Tonner,1,1,0,0.5,1,
"-2.2142191000000366,57.2398058",Mon Sep 12 2016 13:00:00 GMT+0100,"-2.0807933807373047,57.14080343154772",Mon Sep 12 2016 16:00:00 GMT+0100,1003948,Transit,1,1,0,0.5,1,
"-2.1948121000000356,57.21473770000001",Mon Sep 12 2016 14:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 17:00:00 GMT+0100,1003968,5 Tonner,1,1,0,0.5,1,
"-2.072161000000051,57.1427326",Mon Sep 12 2016 15:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 18:00:00 GMT+0100,1003961,Artic,1,1,1,1,0,
"-2.148702700000058,57.068941",Mon Sep 12 2016 19:30:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 12 2016 23:30:00 GMT+0100,1004029,Artic,1,1,1,1,0,
"-2.07653920000007,57.1173672",Tue Sep 13 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Tue Sep 13 2016 11:00:00 GMT+0100,1003989,Artic,1,2,1,0.5,0,
"-2.07653920000007,57.1173672",Tue Sep 13 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Tue Sep 13 2016 11:00:00 GMT+0100,1003989,Artic,1,2,1,0.5,0,
"-2.283096300000011,57.1495633",Tue Sep 13 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Tue Sep 13 2016 12:00:00 GMT+0100,1003999,Transit,1,1,0,0.5,1,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:00:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004018,Artic,1,6,1,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-2.1901880000000347,57.203514",Tue Sep 13 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Tue Sep 13 2016 16:00:00 GMT+0100,1004019,Artic,1,6,1,0.166666667,0,
"-1.8150047000000313,57.4912753",Tue Sep 13 2016 12:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Tue Sep 13 2016 17:00:00 GMT+0100,1003644,Artic # Artic,2,1,2,2,0,
"-2.1595992000000024,57.0679029",Tue Sep 13 2016 13:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Tue Sep 13 2016 20:00:00 GMT+0100,1004046,Transit,1,2,0,0.5,1,
"-2.283096300000011,57.1495633",Tue Sep 13 2016 13:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Tue Sep 13 2016 20:00:00 GMT+0100,1004046,Transit,1,2,0,0.5,1,
"-2.283096300000011,57.1495633",Wed Sep 14 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Wed Sep 14 2016 16:00:00 GMT+0100,1004109,Transit # Transit,2,1,0,0.5,2,
"-2.169971466064453,57.171805859873004",Wed Sep 14 2016 10:30:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Wed Sep 14 2016 13:00:00 GMT+0100,1004108,Artic,1,1,1,1,0,
"-2.072161000000051,57.1427326",Wed Sep 14 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Wed Sep 14 2016 17:00:00 GMT+0100,1004139,Artic,1,1,1,1,0,
"-2.1534924000000046,57.07107430000001",Thu Sep 15 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004039,Artic,1,2,1,0.5,0,
"-2.1534924000000046,57.07107430000001",Thu Sep 15 2016 07:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004039,Artic,1,2,1,0.5,0,
"-2.1534924000000046,57.07107430000001",Thu Sep 15 2016 08:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004040,Artic,1,1,1,1,0,
"-2.1901880000000347,57.203514",Thu Sep 15 2016 08:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004170,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.1901880000000347,57.203514",Thu Sep 15 2016 08:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004170,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0863197999999556,57.1418692",Thu Sep 15 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Sep 15 2016 13:00:00 GMT+0100,1004203,Stepframe,1,2,0,0.5,1,
,Thu Sep 15 2016 09:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004197,Artic,1,2,1,0.5,0,
,Thu Sep 15 2016 09:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:00:00 GMT+0100,1004197,Artic,1,2,1,0.5,0,
"-2.082431100000008,57.1101158",Thu Sep 15 2016 09:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 11:30:00 GMT+0100,1004004,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Thu Sep 15 2016 09:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 11:30:00 GMT+0100,1004004,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
,Thu Sep 15 2016 10:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 13:00:00 GMT+0100,1004171,12 Tonner,1,1,0,0.5,1,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0731015999999727,57.1170406",Thu Sep 15 2016 11:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 15:00:00 GMT+0100,1004190,Artic # Artic,2,1,2,2,0,
"-2.082431100000008,57.1101158",Thu Sep 15 2016 11:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 12:30:00 GMT+0100,1004196,12 Tonner,1,1,0,0.5,1,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Thu Sep 15 2016 12:30:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 13:30:00 GMT+0100,1004215,12 Tonner,1,1,0,0.5,1,
"-2.087892399999987,57.12535159999999",Thu Sep 15 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Sep 15 2016 15:00:00 GMT+0100,1004228,Artic,1,1,1,1,0,
"-2.07653920000007,57.1173672",Thu Sep 15 2016 14:00:00 GMT+0100,"-2.090432999999962,57.144523",Thu Sep 15 2016 16:30:00 GMT+0100,1004220,12 Tonner,1,1,0,0.5,1,
"-2.0939263999999866,57.19625740000001",Fri Sep 16 2016 14:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Fri Sep 16 2016 17:30:00 GMT+0100,1004314,Artic,1,3,1,0.333333333,0,
"-2.37797850000004,57.25454300000001",Fri Sep 16 2016 14:00:00 GMT+0100,"-2.0809006690979004,57.14480238877845",Fri Sep 16 2016 17:30:00 GMT+0100,1004314,Artic,1,3,1,0.333333333,0,
"-2.9155826568603516,57.55406315160075",Sat Sep 17 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.1381022901656",Sat Sep 17 2016 12:00:00 GMT+0100,1004860,Artic,1,2,1,0.5,0,
,Mon Sep 19 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Mon Sep 19 2016 12:00:00 GMT+0100,1004343,Artic,1,1,1,1,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.081920099999934,57.1141029",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Mon Sep 19 2016 12:00:00 GMT+0100,1004342,Artic,1,1,1,1,0,
"-2.0952366999999867,57.1874858",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Mon Sep 19 2016 11:00:00 GMT+0100,1004355,Transit,1,1,0,0.5,1,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.087892399999987,57.12535159999999",Mon Sep 19 2016 08:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Mon Sep 19 2016 12:00:00 GMT+0100,1004341,Artic,1,1,1,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.1776213000000553,57.1965747",Mon Sep 19 2016 08:30:00 GMT+0100,"-2.072765699999991,57.11938240000001",Mon Sep 19 2016 15:59:00 GMT+0100,1004316,Artic # Artic # Artic,3,3,3,1,0,
"-2.082431100000008,57.1101158",Mon Sep 19 2016 09:00:00 GMT+0100,"-2.090432999999962,57.144523",Mon Sep 19 2016 12:00:00 GMT+0100,1004375,Artic,1,2,1,0.5,0,
