collection_geoloc,collect_from,delivery_geoloc,deliver_by,job_id,list_of_vehicle_type,nb_of_vehicle,nb_of_items_on_job,no_of_Artics,load_Size,no_of_vehicles_notArtic,abilities
"-2.087892399999987,57.12535159999999",Thu Aug 18 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000756,Artic,1,2,1,0.5,0,
"-2.087892399999987,57.12535159999999",Thu Aug 18 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000756,Artic,1,2,1,0.5,0,
"-2.0934305000000677,57.1898548",Thu Aug 18 2016 14:01:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000577,Artic,1,4,1,0.25,0,
"-2.0934305000000677,57.1898548",Thu Aug 18 2016 14:01:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000577,Artic,1,4,1,0.25,0,
"-2.0934305000000677,57.1898548",Thu Aug 18 2016 14:01:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000577,Artic,1,4,1,0.25,0,
"-2.0934305000000677,57.1898548",Thu Aug 18 2016 14:01:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Thu Aug 18 2016 19:00:00 GMT+0100,1000577,Artic,1,4,1,0.25,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0716631412506104,57.114348210850835",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000800,5 Tonner,1,1,0,0.5,1,
"-2.195006000000035,57.2154895",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000774,12 Tonner,1,1,0,0.5,1,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.0642709732055664,57.11734815677611",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 16:00:00 GMT+0100,1000878,Artic # Artic,2,12,2,0.166666667,0,
"-2.283096300000011,57.1495633",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 23:00:00 GMT+0100,1000808,Artic,1,1,1,1,0,
"-2.2153600000000324,57.20438659999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000890,Artic # Artic,2,2,2,1,0,
"-2.2153600000000324,57.20438659999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000890,Artic # Artic,2,2,2,1,0,
"-2.2153600000000324,57.20438659999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000890,Artic # Artic,2,2,2,1,0,
"-2.2153600000000324,57.20438659999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000890,Artic # Artic,2,2,2,1,0,
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 12:00:00 GMT+0100,1000812,Artic,1,4,1,0.25,0,
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 12:00:00 GMT+0100,1000812,Artic,1,4,1,0.25,0,
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 12:00:00 GMT+0100,1000812,Artic,1,4,1,0.25,0,
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 12:00:00 GMT+0100,1000812,Artic,1,4,1,0.25,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000799,Artic,1,7,1,0.142857143,0,
"-2.148702700000058,57.068941",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000710,Artic,1,4,1,0.25,0,
"-2.148702700000058,57.068941",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000710,Artic,1,4,1,0.25,0,
"-2.148702700000058,57.068941",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000710,Artic,1,4,1,0.25,0,
"-2.148702700000058,57.068941",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000710,Artic,1,4,1,0.25,0,
"-2.1970536999999695,57.2131249",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000810,Artic,1,2,1,0.5,0,
"-2.1970536999999695,57.2131249",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000810,Artic,1,2,1,0.5,0,
"-2.2153600000000324,57.20438659999999",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000906,Artic,1,1,1,1,0,
"-2.082431100000008,57.1101158",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 23:00:00 GMT+0100,1000811,Artic,1,3,1,0.333333333,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 23:00:00 GMT+0100,1000811,Artic,1,3,1,0.333333333,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Fri Aug 19 2016 09:00:00 GMT+0100,"-2.0829927921295166,57.14157764477307",Fri Aug 19 2016 23:00:00 GMT+0100,1000811,Artic,1,3,1,0.333333333,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.283096300000011,57.1495633",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000721,Artic,1,3,1,0.333333333,0,
"-2.283096300000011,57.1495633",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000721,Artic,1,3,1,0.333333333,0,
"-2.283096300000011,57.1495633",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000721,Artic,1,3,1,0.333333333,0,
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.192722799999956,57.2152227",Fri Aug 19 2016 10:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 12:00:00 GMT+0100,1000776,Artic # Artic,2,12,2,0.166666667,0,RA # Explosives # RA # COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 12:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000765,Artic,1,2,1,0.5,0,
"-2.0939263999999866,57.19625740000001",Fri Aug 19 2016 12:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000765,Artic,1,2,1,0.5,0,
,Fri Aug 19 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000782,Artic,1,2,1,0.5,0,
,Fri Aug 19 2016 13:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000782,Artic,1,2,1,0.5,0,
"-2.082431100000008,57.1101158",Fri Aug 19 2016 14:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000984,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.082431100000008,57.1101158",Fri Aug 19 2016 14:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000984,Artic,1,2,1,0.5,0,COR # MISC # GAS # SOL # OX # LIQ # INF
"-2.087892399999987,57.12535159999999",Fri Aug 19 2016 14:30:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000996,Artic,1,1,1,1,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
,Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1001014,12 Tonner,1,1,0,0.5,1,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.155864000000065,57.067443",Fri Aug 19 2016 15:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000770,Artic # Artic # Artic,3,5,3,0.6,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
"-2.128300666809082,57.150849481304334",Fri Aug 19 2016 16:00:00 GMT+0100,"-2.0774459838867188,57.13810229016563",Fri Aug 19 2016 19:00:00 GMT+0100,1000803,Artic,1,9,1,0.111111111,0,
